srno,Tweets,id,len,date,time,source,likes,retweets,location
185,@Avinash01557273 We are sharing your concern with Malad/Goregaon Traffic Division for necessary stringent action.,1.58E+18,113,07-10-2022,04:38:00,Twitter Web App,0,0,malad/goregaon
186,@AlertCitizen5 We have escalated your request with Malad/Goregaon Traffic Division for necessary action.,1.58E+18,104,07-10-2022,04:34:47,Twitter Web App,0,0,malad/goregaon
187,@iffu17 We have informed the concern Traffic Division of the necessary action.,1.58E+18,78,07-10-2022,04:33:28,Twitter Web App,0,0,concern
188,@MuqueemKhan6 We have informed the concerned Traffic Division of the necessary action.,1.58E+18,86,07-10-2022,04:28:29,Twitter Web App,0,0,concerned
189,@GaneshAbnave2 We have informed the concerned Traffic Division of the necessary action.,1.58E+18,87,07-10-2022,04:09:35,Twitter Web App,0,0,concerned
190,@AlimShaikhAimim Please provide the exact location for necessary action.,1.58E+18,72,07-10-2022,04:02:39,Twitter Web App,2,1,necessary
191,@bjymm217 We have forwarded your concern to D B Marg Traffic Division for necessary action.,1.58E+18,91,07-10-2022,03:46:11,Twitter Web App,0,0,marg
192,@NatashaSurjiani We are sharing your concern with Kandivali Traffic Division for necessary stringent action.,1.58E+18,108,07-10-2022,03:41:03,Twitter Web App,1,0,kandivali
193,@priyankasathe24 . We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1.58E+18,106,07-10-2022,03:31:55,Twitter Web App,0,0,dadar
194,@superselector5 We have intimated your concern to Malad traffic branch for necessary action.,1.58E+18,92,07-10-2022,02:58:59,Twitter Web App,0,0,necessary
195,@nimish_raj We have intimated your concern to Santacruz traffic branch for necessary action.,1.58E+18,92,07-10-2022,02:28:52,Twitter Web App,0,0,necessary
196,@yashharlalka We have intimated your concern to the Kandivali traffic branch for necessary action.,1.58E+18,98,07-10-2022,02:20:40,Twitter Web App,0,0,necessary
197,@SagarKa64650818 We have intimated your concern to the Nagpada traffic branch for necessary action.,1.58E+18,99,06-10-2022,20:16:07,Twitter Web App,0,0,necessary
198,@NasirSh86042113 We have escalated your request with goregaon Traffic Division for necessary action.,1.58E+18,100,06-10-2022,20:14:09,Twitter Web App,0,0,goregaon
199,@_iam_chetan We have requested @ThaneCityPolice traffic division to look into this as they can help the best in their jurisdiction,1.58E+18,130,06-10-2022,19:44:48,Twitter Web App,1,0,their
200,@MEHTADARSHANS We are sharing your concern with Bandra Traffic Division for necessary stringent action.,1.58E+18,103,06-10-2022,18:30:08,Twitter Web App,2,0,bandra
201,@rishved We are sharing your concern with Chembur Traffic Division for necessary stringent action.,1.58E+18,98,06-10-2022,18:03:15,Twitter Web App,2,0,chembur
202,@rishved We have escalated your request with Ghatkopar Traffic Division for necessary action.,1.58E+18,93,06-10-2022,17:55:49,Twitter Web App,2,0,ghatkopar
203,@DINESHS97086561 We have escalated your request with Powai Traffic Division for necessary action.,1.58E+18,97,06-10-2022,17:49:11,Twitter Web App,0,0,powai
204,@mpsampat_ca We are sharing your concern with Tardeo Traffic Division for necessary stringent action.,1.58E+18,101,06-10-2022,17:40:11,Twitter Web App,4,0,tardeo
205,@MaldeNimish We have intimated your concern to the Bhoiwada traffic branch for necessary action.,1.58E+18,96,06-10-2022,17:24:49,Twitter Web App,0,0,necessary
206,@casuchitshah We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,94,06-10-2022,17:01:37,Twitter Web App,590,35,swift
207,@SawantAmber We are sharing your concern with Dahisar Traffic Division for necessary stringent action.,1.58E+18,102,06-10-2022,16:21:35,Twitter Web App,5,0,dahisar
208,@SanjayP3977 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,103,06-10-2022,15:57:17,Twitter Web App,0,0,full
209,@prabhatsainath We are sharing your concern with concerned Traffic Division for necessary stringent action.,1.58E+18,107,06-10-2022,15:46:56,Twitter Web App,0,0,concerned
210,@Deepak842022 We have forwarded your concern to @mybmc for necessary action Promptly.,1.58E+18,85,06-10-2022,14:44:39,Twitter Web App,0,0,action
211,@VK_Andheri We are sharing your concern with Concerned Traffic Division for necessary stringent action.,1.58E+18,103,06-10-2022,14:32:23,Twitter Web App,0,0,concerned
212,@komal_42 We have escalated your request with Sahar Traffic Division for necessary action.,1.58E+18,90,06-10-2022,14:30:46,Twitter Web App,1,0,sahar
213,@MEHTADARSHANS Please provide the exact location for necessary action,1.58E+18,69,06-10-2022,14:18:23,Twitter Web App,3,0,necessary
214,@MitaliParte We have informed concern Traffic Division of the necessary action.,1.58E+18,79,06-10-2022,14:05:18,Twitter Web App,0,0,concern
215,@tasir_ali_Sk We have escalated your request with the concrned  Traffic Division for necessary action.,1.58E+18,102,06-10-2022,14:00:00,Twitter Web App,0,0,nan
216,@MhadkarDs We are sharing your concern with Colaba Traffic Division for necessary stringent action.,1.58E+18,99,06-10-2022,13:54:27,Twitter Web App,0,0,colaba
217,@jabalmumtaz We have forwarded your concern to Malad Traffic Division for necessary action.,1.58E+18,91,06-10-2022,13:49:13,Twitter Web App,2,0,malad
218,@SteelTradeIndi1 We request you to file a grievance on the #Mumtrafficapp for a swift resolution,1.58E+18,96,06-10-2022,13:47:44,Twitter Web App,0,0,swift
219,@Anurita_Patel We are sharing your concern with Dharavi Traffic Division for necessary stringent action.,1.58E+18,104,06-10-2022,13:40:06,Twitter Web App,1,0,dharavi
220,@Chiragvira We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1.58E+18,99,06-10-2022,13:36:58,Twitter Web App,0,0,dadar
221,@VK_Andheri We have informed concern Traffic Division of the necessary action.,1.58E+18,78,06-10-2022,13:31:53,Twitter Web App,0,0,concern
222,@shlpi777 We are sharing your concern with D N Nagar Traffic Division for necessary stringent action,1.58E+18,100,06-10-2022,13:31:10,Twitter Web App,0,0,nagar
223,@VK_Andheri We have forwarded your concern to D N Nagar Traffic Division for necessary action.,1.58E+18,94,06-10-2022,13:26:37,Twitter Web App,0,0,nagar
224,@shlpi777 We are sharing your concern with D N Nagar Traffic Division for necessary stringent action.,1.58E+18,101,06-10-2022,13:24:17,Twitter Web App,0,0,nagar
225,@AnilMis86531014 We are sharing your concern with D N Nagar Traffic Division for necessary stringent action.,1.58E+18,108,06-10-2022,13:17:34,Twitter Web App,1,0,nagar
226,@tanyanayyar290 We request you to file a grievance on the #Mumtrafficapp for a swift resolution,1.58E+18,95,06-10-2022,13:15:52,Twitter Web App,0,0,swift
227,@superselector5 We have informed concern Traffic Division of the necessary action.,1.58E+18,82,06-10-2022,13:12:53,Twitter Web App,0,0,concern
228,@superselector5 We have informed concern Traffic Division of the necessary action.,1.58E+18,82,06-10-2022,13:12:30,Twitter Web App,0,0,concern
229,@shlpi777 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,100,06-10-2022,13:12:01,Twitter Web App,4,0,full
230,@ZRSoldier1 We are sharing your concern with Oshiwara Traffic Division for necessary stringent action.,1.58E+18,102,06-10-2022,13:10:14,Twitter Web App,0,0,oshiwara
231,@shlpi777 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,100,06-10-2022,13:04:35,Twitter Web App,1,0,full
232,@Cashsecond1 Please provide the exact location for necessary action,1.58E+18,67,06-10-2022,12:59:30,Twitter Web App,0,0,necessary
233,@superselector5 We have informed concern Traffic Division of the necessary action.,1.58E+18,82,06-10-2022,12:55:30,Twitter Web App,0,0,concern
234,@Mohi8652126365 @MumbaiPolice Please provide the exact location for necessary action,1.58E+18,84,06-10-2022,12:54:16,Twitter Web App,0,0,necessary
235,@_irohinisingh_ We have intimated your concern to Colaba traffic branch for necessary action.,1.58E+18,93,06-10-2022,12:36:11,Twitter Web App,0,0,necessary
236,@Avinash01557273 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,06-10-2022,12:31:18,Twitter Web App,2,0,full
237,@joshzz28 We have escalated your request with Bandra Traffic Division for necessary action.,1.58E+18,91,06-10-2022,12:29:18,Twitter Web App,0,0,bandra
238,@Mohi8652126365 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,106,06-10-2022,12:23:28,Twitter Web App,0,0,full
239,@niharmehta We are sharing your concern with Kalbadevi Traffic Division for necessary stringent action.,1.58E+18,103,06-10-2022,12:06:31,Twitter Web App,4,1,kalbadevi
240,@sharatm76 We have informed concern Traffic Division of the necessary action.,1.58E+18,77,06-10-2022,11:55:39,Twitter Web App,0,0,concern
241,@BorzinKKhambata We have forwarded your concern to Goregaon Traffic Division for necessary action.,1.58E+18,98,06-10-2022,11:52:56,Twitter Web App,1,0,goregaon
242,@Shaikhasifhuss4 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,06-10-2022,11:48:22,Twitter Web App,0,0,full
243,@Nisarg_18 We are sharing your concern with Vakola Traffic Division for necessary stringent action.,1.58E+18,99,06-10-2022,11:46:28,Twitter Web App,0,0,vakola
244,@Diptivrr We are sharing your concern with Malad Traffic Division for necessary stringent action.,1.58E+18,97,06-10-2022,11:43:56,Twitter Web App,0,0,malad
245,@Amitagarwal1904 We are sharing your concern with Chembur Traffic Division for necessary stringent action.,1.58E+18,106,06-10-2022,11:32:00,Twitter Web App,1,0,chembur
246,@SachinBHILARE6 We have escalated your request with Goregaon Traffic Division for necessary action,1.58E+18,98,06-10-2022,11:19:38,Twitter Web App,1,0,goregaon
247,@ZRSoldier1 Action has been taken against the 6 Vehicles under MVA section 122.,1.58E+18,79,06-10-2022,11:12:00,Twitter Web App,0,0,section
248,@Shreyayayayaaa We are sharing your concern with Mankhurd Traffic Division for necessary stringent action.,1.58E+18,106,06-10-2022,10:50:48,Twitter Web App,0,0,mankhurd
249,@AlimShaikhAimim We have escalated your request with Tardeo  Traffic Division for necessary action.,1.58E+18,99,06-10-2022,10:41:29,Twitter Web App,1,1,nan
250,@FerozSultan19 We have forwarded your concern to Kurla Traffic Division for necessary action.,1.58E+18,93,06-10-2022,10:22:26,Twitter Web App,1,0,kurla
251,@BetterMumbai2 We have forwarded your concern to Borivali Traffic Division for necessary action.,1.58E+18,96,06-10-2022,09:27:15,Twitter Web App,0,0,borivali
252,@Cashsecond1 Action has been taken against the 5 Vehicles under MVA section 122.,1.58E+18,80,06-10-2022,09:26:38,Twitter Web App,0,0,section
253,@lalkishadv We have forwarded your concern to Worli Traffic Division for necessary action.,1.58E+18,90,06-10-2022,09:24:22,Twitter Web App,0,0,worli
254,@IdiotsRoads Action has been taken against the 13 Vehicles under MVA section 122.,1.58E+18,81,06-10-2022,09:24:04,Twitter Web App,6,0,section
255,@Pradeep53524914 We are sharing your concern with Vikhroli Traffic Division for necessary stringent action.,1.58E+18,107,06-10-2022,09:08:01,Twitter Web App,0,0,vikhroli
256,@Prakash04380729 We have escalated your request with Dadar Traffic Division for necessary action.,1.58E+18,97,06-10-2022,09:04:51,Twitter Web App,0,0,dadar
257,@manojshah65 We have informed concern Traffic Division of the necessary action.,1.58E+18,79,06-10-2022,09:00:36,Twitter Web App,0,0,concern
258,@gauravdukle We have forwarded your concern to Vakola  Traffic Division for necessary action.,1.58E+18,93,06-10-2022,08:56:32,Twitter Web App,0,0,nan
259,@KamleshDamodar7 Action has been taken against the 15 Vehicles under MVA section 122.,1.58E+18,85,06-10-2022,08:51:21,Twitter Web App,0,0,section
260,@leongleotrio20 We have escalated your request with Malad Traffic Division for necessary action.,1.58E+18,96,06-10-2022,08:49:03,Twitter Web App,1,0,malad
261,@aash1010 We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1.58E+18,97,06-10-2022,08:35:56,Twitter Web App,3,1,dadar
262,@ShahSavio We have informed concern Traffic Division of the necessary action.,1.58E+18,77,06-10-2022,08:25:36,Twitter Web App,1,0,concern
263,@MNCDFbombay We are sharing your concern with Worli Traffic Division for necessary stringent action.,1.58E+18,100,06-10-2022,08:21:28,Twitter Web App,13,2,worli
264,@djtwtr We are sharing your concern with D N Nagar Traffic Division for necessary stringent action.,1.58E+18,99,06-10-2022,08:15:03,Twitter Web App,0,0,nagar
265,@IdiotsRoads We have forwarded your concern to Worli Traffic Division for necessary action.,1.58E+18,91,06-10-2022,08:11:17,Twitter Web App,4,0,worli
266,@ZRSoldier1 We have intimated your concern to Oshiwara traffic branch for necessary action.,1.58E+18,91,06-10-2022,08:03:41,Twitter Web App,0,0,necessary
267,@saudKha15644274 We have requested @ThaneCityPolice traffic division to look into this as they can help the best in their jurisdiction.,1.58E+18,135,06-10-2022,07:58:59,Twitter Web App,0,0,their
268,@SalmanA92090901 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,06-10-2022,07:45:01,Twitter Web App,1,1,full
269,@dhyrajm We have shared this with senior official of the DN Nagar traffic division for necessary stern actions.-,1.58E+18,112,06-10-2022,07:42:04,Twitter Web App,1,0,stern
270,@Polkaa2905 We have escalated your request with Worli Traffic Division for necessary action.,1.58E+18,92,06-10-2022,07:11:44,Twitter Web App,0,0,worli
271,@saileshv74 We have intimated your concern to Worli traffic branch for necessary action.,1.58E+18,88,06-10-2022,07:03:28,Twitter Web App,0,0,necessary
272,@Bbhatia19 We have intimated your concern to Vikroli traffic branch for necessary action.,1.58E+18,89,06-10-2022,07:01:11,Twitter Web App,0,0,necessary
273,@rajeshkumar0506 We have forwarded your concern to Dindoshi Traffic Division for necessary action.,1.58E+18,98,06-10-2022,06:56:50,Twitter Web App,1,0,dindoshi
274,@DixitGala We request you to file a grievance on the Mumtrafficapp for a swift resolution.,1.58E+18,90,06-10-2022,06:53:49,Twitter Web App,1,0,swift
275,@shsmsh69 We have informed the concern BKC Traffic Division of the necessary action.,1.58E+18,84,06-10-2022,06:50:51,Twitter Web App,0,0,bkc
276,@shellythakur4 We have forwarded your concern to Kandivali Traffic Division for necessary action.,1.58E+18,97,06-10-2022,06:45:52,Twitter Web App,3,0,kandivali
277,@KamleshDamodar7 We have forwarded your concern to Kurla Traffic Division for necessary action.,1.58E+18,95,06-10-2022,06:41:34,Twitter Web App,0,0,kurla
278,@Cashsecond1 We have escalated your request with Worli  Traffic Division for necessary action.,1.58E+18,94,06-10-2022,06:37:13,Twitter Web App,0,0,nan
279,@anandb75 We have informed the concern Traffic Division of the necessary action.,1.58E+18,80,06-10-2022,06:10:31,Twitter Web App,0,0,concern
280,@hemant082 We have intimated your concern to the Goregaon traffic branch for necessary action.,1.58E+18,94,06-10-2022,06:06:25,Twitter Web App,0,0,necessary
281,@RakeshC44505050 We have escalated your request to Sahar Traffic Division for necessary action.,1.58E+18,95,06-10-2022,05:55:26,Twitter Web App,1,0,sahar
282,@harshmehta1 We have escalated your request with MIDC Traffic Division for necessary action.,1.58E+18,92,06-10-2022,05:42:17,Twitter Web App,0,0,midc
283,@hemant082 We have informed the concern Traffic Division of the necessary action.,1.58E+18,81,06-10-2022,05:34:44,Twitter Web App,0,0,concern
284,@rajivsharma2012 We have informed the concern Traffic Division of the necessary action.,1.58E+18,87,06-10-2022,05:31:16,Twitter Web App,2,0,concern
285,@pankajpasha2016 We have informed the concerned Traffic Division of the necessary action.,1.58E+18,89,06-10-2022,05:28:39,Twitter Web App,0,0,concerned
286,@ameyajogalekar We request you that if the address you provided is not sufficient send us the full address,1.58E+18,106,06-10-2022,05:27:27,Twitter Web App,0,0,full
287,@punittripathi79 We have escalated your request to Powai Traffic Division for necessary action.,1.58E+18,95,06-10-2022,05:22:07,Twitter Web App,0,0,powai
288,@rajivsharma2012 @CPMumbaiPolice @Rtr_IPS We have escalated your request to MHB Traffic Division for necessary action.,1.58E+18,118,06-10-2022,05:09:34,Twitter Web App,0,0,mhb
289,@shellythakur4 We request you that if the address you provided is not sufficient send us the full address .,1.58E+18,107,06-10-2022,05:06:28,Twitter Web App,1,0,address
290,@breakinglaws68 We are sharing your concern with Dindoshi Traffic Division for necessary stringent action,1.58E+18,105,06-10-2022,04:59:01,Twitter Web App,0,0,dindoshi
291,@manishvdhanwani We are sharing your concern with D N Nagar Traffic Division for necessary stringent action,1.58E+18,107,06-10-2022,04:57:04,Twitter Web App,0,0,nagar
292,@punittripathi79 Please provide the exact location for necessary action,1.58E+18,71,06-10-2022,04:54:12,Twitter Web App,0,0,necessary
293,@Atulkvaghasiya We have forwarded your concern to @mybmc for necessary action Promptly.,1.58E+18,87,06-10-2022,04:52:25,Twitter Web App,1,1,action
294,@RohitDKeluskar We have informed the concern Traffic Division of the necessary action.,1.58E+18,86,06-10-2022,04:43:03,Twitter Web App,3,1,concern
295,@Lijo_Mathai We have intimated your concern to Samtanagar  traffic branch for necessary action.,1.58E+18,95,06-10-2022,04:24:24,Twitter Web App,1,0,necessary
296,@iffu17 We have intimated your concern to Vikroli  traffic branch for necessary action.,1.58E+18,87,06-10-2022,04:22:30,Twitter Web App,0,0,necessary
297,@breakinglaws68 We have forwarded your concern to Dindoshi Traffic Division for necessary action.,1.58E+18,97,06-10-2022,04:19:30,Twitter Web App,1,0,dindoshi
298,@kshilpa19 We have escalated your request with Chembur Traffic Division for necessary action.,1.58E+18,93,06-10-2022,04:14:24,Twitter Web App,2,0,chembur
299,@MathewLathra We have forwarded your concern to Antop hill Traffic Division for necessary action.,1.58E+18,97,06-10-2022,04:12:18,Twitter Web App,0,0,hill
300,@DamienA0709 We have intimated your concern to  Bkc traffic branch for necessary action.,1.58E+18,88,06-10-2022,04:09:54,Twitter Web App,0,0,necessary
301,@sunnystrategic We have shared this with a senior official of the Dindoshi traffic division for necessary stern actions.,1.58E+18,120,06-10-2022,04:04:17,Twitter Web App,1,0,stern
302,@rajivsharma2012 We have informed the Vakola Traffic Division of the necessary action.,1.58E+18,86,06-10-2022,04:01:58,Twitter Web App,0,0,vakola
303,@afzalamirshaikh We have intimated your concern to Dahisar traffic branch for necessary action.,1.58E+18,95,06-10-2022,03:59:47,Twitter Web App,2,0,necessary
304,@MeMumbaikar8 We have forwarded your concern to Borivali Traffic Division for necessary action.,1.58E+18,95,06-10-2022,03:55:49,Twitter Web App,0,0,borivali
305,@Deepakt70043984 We have forwarded your concern to Bhoiwada Traffic Division for necessary action.,1.58E+18,98,06-10-2022,03:49:15,Twitter Web App,0,0,bhoiwada
306,@SouthMumbai2 We have forwarded your concern to D B Marg Traffic Division for necessary action.,1.58E+18,95,06-10-2022,03:18:44,Twitter Web App,1,0,marg
307,@caankittotla We have forwarded your concern to D N nagar Traffic Division for necessary action.,1.58E+18,96,06-10-2022,03:06:54,Twitter Web App,3,1,nagar
308,@ImmanuelRajanN1 We have intimated your concern to Chembur traffic branch for necessary action.,1.58E+18,95,06-10-2022,03:04:24,Twitter Web App,0,0,necessary
309,@BhaktiMargVoice Mulund Traffic Division has been informed for prompt action.,1.58E+18,77,06-10-2022,02:52:42,Twitter Web App,1,0,mulund
310,@DarshC10 We request you to provide exact location details for further action.,1.58E+18,78,05-10-2022,20:21:42,Twitter Web App,0,0,further
311,@MumbaiSuburbs We have forwarded your concern to Ghatkopar Traffic Division for necessary action.,1.58E+18,97,05-10-2022,18:40:46,Twitter Web App,5,0,ghatkopar
312,@compound_tyres Please register a complaint by visiting the nearest Police station regarding your issue.,1.58E+18,104,05-10-2022,18:25:22,Twitter Web App,0,0,your
313,@GDpenha We have escalated your request with Kurla Traffic Division for necessary action.,1.58E+18,89,05-10-2022,18:22:40,Twitter Web App,0,0,kurla
314,@TaslimA72816479 Dindoshi Traffic Division has been informed for prompt action.,1.58E+18,79,05-10-2022,17:46:50,Twitter Web App,0,0,dindoshi
315,@iamsandesh007 We have informed to concern team.,1.58E+18,48,05-10-2022,17:42:03,Twitter Web App,0,0,concern
316,@RamkumarIyer68 We have forwarded your concern to Chembur Traffic Division for necessary action.,1.58E+18,96,05-10-2022,17:20:57,Twitter Web App,0,0,chembur
317,@ambika_poojari We have escalated your request with Kandivali Traffic Division for necessary action.,1.58E+18,100,05-10-2022,17:11:16,Twitter Web App,0,0,kandivali
318,@prince8575 Please register a complaint by visiting the nearest Police Station.,1.58E+18,79,05-10-2022,17:08:14,Twitter Web App,0,0,police
319,@MaladBuzz Malad Traffic Division has been informed for prompt action.,1.58E+18,70,05-10-2022,16:57:12,Twitter Web App,6,1,malad
320,@biggbozzs We have intimated your concern to Kanjurmarg traffic branch for necessary action.,1.58E+18,92,05-10-2022,16:48:53,Twitter Web App,0,0,necessary
321,@Pranavj40 The Malabar hill traffic division has been alerted about necessary actions.,1.58E+18,86,05-10-2022,16:15:35,Twitter Web App,0,0,necessary
322,@Pranavj40 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,101,05-10-2022,16:04:26,Twitter Web App,0,0,full
323,@VoiceForINDIA3 The Malad traffic division has been alerted about necessary actions.,1.58E+18,84,05-10-2022,15:39:46,Twitter Web App,0,0,necessary
324,@ParodyParesh We have escalated your request with Kandivali Traffic Division for necessary action.,1.58E+18,98,05-10-2022,15:37:08,Twitter Web App,0,0,kandivali
325,@samirshah6600 We have escalated your request with Pydhunie Traffic Division for necessary action.,1.58E+18,98,05-10-2022,15:35:34,Twitter Web App,0,0,pydhunie
326,@VoiceForINDIA3 We request you to provide exact location details for further action.,1.58E+18,84,05-10-2022,15:05:06,Twitter Web App,0,0,further
327,@Madan_R_Darade We have intimated your concern to Mankhurd traffic branch for necessary action.,1.58E+18,95,05-10-2022,15:01:48,Twitter Web App,1,0,necessary
328,@Feroz_Amir_Khan We have intimated your concern to Oshiwara traffic branch for necessary action.,1.58E+18,96,05-10-2022,14:58:46,Twitter Web App,2,0,necessary
329,@SommerMillenial We have forwarded your concern to @mybmc for necessary action Promptly.,1.58E+18,88,05-10-2022,14:45:46,Twitter Web App,2,0,action
330,@NelsonR73324604 We have forwarded your concern to Vakola Traffic Division for necessary action.,1.58E+18,96,05-10-2022,14:43:06,Twitter Web App,0,0,vakola
331,@arz_elch91 We have informed Matunga Traffic Division of the necessary action.,1.58E+18,78,05-10-2022,14:39:10,Twitter Web App,0,0,matunga
332,@arz_elch91 We have informed Matunga Traffic Division of the necessary action.,1.58E+18,78,05-10-2022,14:36:20,Twitter Web App,0,0,matunga
333,@TaslimA72816479 We are sharing your concern with Dindoshi Traffic Division for necessary stringent action.,1.58E+18,107,05-10-2022,14:03:01,Twitter Web App,0,1,dindoshi
334,@arz_elch91 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,102,05-10-2022,14:02:35,Twitter Web App,0,0,full
335,@arz_elch91 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,102,05-10-2022,14:02:17,Twitter Web App,2,1,full
336,@TaslimA72816479 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,05-10-2022,13:48:11,Twitter Web App,0,1,full
337,@caankittotla We request you that if the address you provided is not sufficient send us the full address,1.58E+18,104,05-10-2022,12:54:31,Twitter Web App,8,1,full
338,@iTwistRules We request you that if the address you provided is not sufficient send us the full address,1.58E+18,103,05-10-2022,12:41:21,Twitter Web App,0,0,full
339,@ameya91 We are sharing your concern with Dahisar Traffic Division for necessary stringent action.,1.58E+18,98,05-10-2022,12:21:21,Twitter Web App,1,0,dahisar
340,@renishpatel22 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,105,05-10-2022,12:20:23,Twitter Web App,0,0,full
341,@bjymm217 We are sharing your concern with DB Marg Traffic Division for necessary stringent action.,1.58E+18,99,05-10-2022,12:15:52,Twitter Web App,1,0,marg
342,@SouthMumbai2 We have informed Tardeo Traffic Division of the necessary action.,1.58E+18,79,05-10-2022,11:49:07,Twitter Web App,7,1,tardeo
343,@SouthMumbai2 We have informed Tardeo Traffic Division of the necessary action.,1.58E+18,79,05-10-2022,11:30:27,Twitter Web App,4,1,tardeo
344,@Prakash04380729 We have informed Dadar Traffic Division of the necessary action.,1.58E+18,81,05-10-2022,11:26:35,Twitter Web App,0,0,dadar
345,@UpalkarAkash We are sharing your concern with Byculla Traffic Division for necessary stringent action.,1.58E+18,103,05-10-2022,11:04:48,Twitter Web App,0,0,byculla
346,@mkshanklesha We have requested @ThaneCityPolice traffic division to look into this as they can help the best in their jurisdiction,1.58E+18,131,05-10-2022,10:54:29,Twitter Web App,0,0,their
347,@KanwaljitNagpal We are sharing your concern with Wadala Traffic Division for necessary stringent action.,1.58E+18,105,05-10-2022,10:11:08,Twitter Web App,1,0,wadala
348,@satya200597 We are sharing your concern with Vikhroli Traffic Division for necessary stringent action.,1.58E+18,103,05-10-2022,09:34:17,Twitter Web App,0,0,vikhroli
349,@BeingVipin99 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,104,05-10-2022,09:31:15,Twitter Web App,3,0,full
350,@happysjain We are sharing your concern with Dindoshi Traffic Division for necessary stringent action.,1.58E+18,102,05-10-2022,09:29:13,Twitter Web App,0,0,dindoshi
351,@asifsha72326030 We have informed  Matunga Traffic Division of the necessary action.,1.58E+18,84,05-10-2022,09:24:01,Twitter Web App,4,1,matunga
352,@Ankurjainbhl We have escalated your request with  Sakinaka  Traffic Division for necessary action.,1.58E+18,99,05-10-2022,09:20:17,Twitter Web App,0,0,nan
353,@I_wall_e We have forwarded your concern to DN Nagar Traffic Division for necessary action.,1.58E+18,91,05-10-2022,08:35:58,Twitter Web App,1,0,nagar
354,@khanros68134211 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,97,05-10-2022,08:16:17,Twitter Web App,1,0,swift
355,@sudarshan2927 We are sharing your concern with Vikhroli Traffic Division for necessary stringent action.,1.58E+18,105,05-10-2022,07:48:50,Twitter Web App,0,0,vikhroli
356,@beingcool9761 We have intimated your concern to Powai traffic branch for necessary action.,1.58E+18,91,05-10-2022,06:51:00,Twitter Web App,0,0,necessary
357,@CosmicMold We have shared your concern with @mybmc for necessary action Promptly.,1.58E+18,82,05-10-2022,06:47:48,Twitter Web App,3,1,action
358,@singh_sushant We are sharing your concern with Wadala Traffic Division for necessary stringent action.,1.58E+18,103,05-10-2022,06:46:29,Twitter Web App,0,0,wadala
359,@iTwistRules We request you that if the address you provided is not sufficient send us the full address,1.58E+18,103,05-10-2022,06:43:41,Twitter Web App,2,1,full
360,@eattrails We are sharing your concern with Worli Traffic Division for necessary stringent action.,1.58E+18,98,05-10-2022,06:42:35,Twitter Web App,0,0,worli
361,@Prakash04380729 We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1.58E+18,104,05-10-2022,06:28:33,Twitter Web App,0,0,dadar
362,@NelsonR73324604 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,05-10-2022,06:27:58,Twitter Web App,0,0,full
363,@vishal_locobuzz We are sharing your concern with MIDC Traffic Division for necessary stringent action.,1.58E+18,103,05-10-2022,06:25:11,Twitter Web App,0,0,midc
364,@edroossarf We are sharing your concern with Santacruz Traffic Division for necessary stringent action.,1.58E+18,103,05-10-2022,06:23:31,Twitter Web App,0,0,santacruz
365,@SohamBawaskar We have requested @ThaneCityPolice traffic division to look into this as they can help the best in their jurisdiction,1.58E+18,132,05-10-2022,06:21:24,Twitter Web App,0,0,their
366,@singh_sushant We request you that if the address you provided is not sufficient send us the full address,1.58E+18,105,05-10-2022,06:17:22,Twitter Web App,0,0,full
367,@vishal_locobuzz We are sharing your concern with sakinaka Traffic Division for necessary stringent action.,1.58E+18,107,05-10-2022,06:13:04,Twitter Web App,0,0,sakinaka
368,@vishal_locobuzz We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,05-10-2022,05:14:40,Twitter Web App,0,0,full
369,@Deepakkanojia96 We have intimated your concern to Bkc traffic branch for necessary action.,1.58E+18,91,05-10-2022,04:57:11,Twitter Web App,6,0,necessary
370,@Deepakkanojia96 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,05-10-2022,04:45:17,Twitter Web App,0,0,full
371,@Bhartiy19273132 We have intimated your concern to D.N Nagar traffic branch for necessary action.,1.58E+18,97,05-10-2022,04:32:08,Twitter Web App,2,0,necessary
372,"Signs that will always lead you down the right road.

#FollowTheSigns #HappyDussehra #Dussehra2022 https://t.co/wbhbHyX57c",1.58E+18,122,05-10-2022,04:31:59,Twitter Web App,53,7,#dussehra2022
