,Tweets,id,len,date,time,source,likes,retweets
0,@KawaTweets We have escalated your request with Dahisar Traffic Division for necessary action.,1578767797739745280,94,2022-10-08,15:22:29,Twitter Web App,0,0
1,@its_yashchauhan We have forwarded your concern to Santacruz Traffic Division for necessary action.,1578766466694156289,99,2022-10-08,15:17:12,Twitter Web App,0,0
2,@DeveshParadkar We have forwarded your concern to Malad Traffic Division for necessary action,1578764441734516737,93,2022-10-08,15:09:09,Twitter Web App,2,0
3,@darpandalal We have informed concern Traffic Division of the necessary action,1578763782335369219,78,2022-10-08,15:06:32,Twitter Web App,0,0
4,@JsJayeshgshah We have escalated your request with Kandivali Traffic Division for necessary action.,1578759561510801409,99,2022-10-08,14:49:46,Twitter Web App,0,0
5,@SPagdhiwala We have escalated your request with Santacruz Traffic Division for necessary action.,1578758753637511168,97,2022-10-08,14:46:33,Twitter Web App,0,0
6,@ejvinit We are sharing your concern with D N Nagar Traffic Division for necessary stringent action.,1578757759679762433,100,2022-10-08,14:42:36,Twitter Web App,0,0
7,@amangoeliitb Powai Traffic Division has been informed for prompt action.,1578754959512080384,73,2022-10-08,14:31:28,Twitter Web App,2,0
8,@RavindraAdhav1 We have intimated your concern to Powai traffic branch for necessary action.,1578753758892552193,92,2022-10-08,14:26:42,Twitter Web App,1,0
9,@sandesh_samant We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1578751455905067008,96,2022-10-08,14:17:33,Twitter Web App,0,0
10,@1desh1law1 Please provide the exact location for necessary action,1578748790764638209,66,2022-10-08,14:06:58,Twitter Web App,0,0
11,@abeeraks Powai Traffic Division has been informed for prompt action.,1578748261024018433,69,2022-10-08,14:04:51,Twitter Web App,0,0
12,@SainikMi Chembur Traffic Division has been informed for prompt action.,1578747366127308803,71,2022-10-08,14:01:18,Twitter Web App,0,0
13,@pixiehopes We have escalated your request with Powai Traffic Division for necessary action.,1578747008730697728,92,2022-10-08,13:59:53,Twitter Web App,0,0
14,@VK_Andheri We have escalated your request with DN Nagar Traffic Division for necessary action.,1578746843915485185,95,2022-10-08,13:59:13,Twitter Web App,0,0
15,@ambika_poojari Action taken on above mentioned vehicle u/s 122/177 of M.V. Act.,1578746639132819457,80,2022-10-08,13:58:25,Twitter Web App,0,0
16,@bhumiirparwani Action taken on above mentioned vehicle u/s 122/177 of M.V. Act.,1578746178115866625,80,2022-10-08,13:56:35,Twitter Web App,0,0
17,@mashrujeet We have intimated your concern to Dadar traffic branch for necessary action.,1578742291292094464,88,2022-10-08,13:41:08,Twitter Web App,0,0
18,@Pawankumarkewal We have forwarded your concern to Mankhurd Traffic Division for necessary action.,1578741128618455040,98,2022-10-08,13:36:31,Twitter Web App,0,0
19,@DrRohanbadguja2 We have intimated your concern to BKC traffic branch for necessary action.,1578737863017238528,91,2022-10-08,13:23:32,Twitter Web App,0,0
20,@BycullaACI We are sharing your concern with Nagpada Traffic Division for necessary stringent action.,1578736898453172230,101,2022-10-08,13:19:42,Twitter Web App,0,0
21,@Bellatrix_Stark We have forwarded your concern to Kandivali Traffic Division for necessary action.,1578733138381254656,99,2022-10-08,13:04:46,Twitter Web App,0,0
22,@Ankush1730Gupta We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1578732938468155394,97,2022-10-08,13:03:58,Twitter Web App,0,0
23,@jaagopyare We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1578732623866007552,99,2022-10-08,13:02:43,Twitter Web App,0,0
24,@hunterwala We are sharing your concern with Bandra Traffic Division for necessary stringent action.,1578731996725260289,100,2022-10-08,13:00:14,Twitter Web App,0,0
25,@BankerNot4Sale We have escalated your request with Jogeshwari Traffic Division for necessary action.,1578725652748197888,101,2022-10-08,12:35:01,Twitter Web App,0,0
26,@Abhishekpol786 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1578725053986140161,96,2022-10-08,12:32:38,Twitter Web App,1,0
27,@mayanksinghal05 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1578724645205086209,97,2022-10-08,12:31:01,Twitter Web App,0,0
28,@broutray We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1578724587185262594,90,2022-10-08,12:30:47,Twitter Web App,0,0
29,@EyeKaDoctor We have escalated your request with Santacruz Traffic Division for necessary action.,1578720724898172929,97,2022-10-08,12:15:26,Twitter Web App,0,0
30,@VK_Andheri We have escalated your request with D.N.nagar Traffic Division for necessary action.,1578720087615602688,96,2022-10-08,12:12:54,Twitter Web App,0,0
31,@Vengsarcasm We have escalated your request with Dahisar Traffic Division for necessary action.,1578719243977510914,95,2022-10-08,12:09:33,Twitter Web App,0,0
32,@aksku69 We request you that if the address you provided is not sufficient send us the full address,1578718720436113414,99,2022-10-08,12:07:28,Twitter Web App,0,0
33,@4miGala We have escalated your request with Malad Traffic Division for necessary action.,1578717806790868992,89,2022-10-08,12:03:50,Twitter Web App,0,0
34,@4miGala Action taken on above mentioned vehicle 06 vehicles u/s 122/177 of M.V. Act.,1578712327633108992,85,2022-10-08,11:42:04,Twitter Web App,0,0
35,@yogesh431 We have forwarded your concern to Vikhroli Traffic Division for necessary action.,1578710904157638656,92,2022-10-08,11:36:25,Twitter Web App,0,0
36,@S90489910 We are sharing your concern with Jogeshwari Traffic Division for necessary stringent action.,1578708702865272832,103,2022-10-08,11:27:40,Twitter Web App,0,0
37,@MumbaiManic We have intimated your concern to Santacruz traffic branch for necessary action.,1578705747747434496,93,2022-10-08,11:15:55,Twitter Web App,0,0
38,@TheAbhimannuy We are sharing your concern with Powai Traffic Division for necessary stringent action.,1578704484678918145,102,2022-10-08,11:10:54,Twitter Web App,0,0
39,@knockinghuman We are sharing your concern with Pydhunie Traffic Division for necessary stringent action.,1578703229252403206,105,2022-10-08,11:05:55,Twitter Web App,0,0
40,@ShiningKurla Please provide the exact location for necessary action,1578700646672662531,68,2022-10-08,10:55:39,Twitter Web App,0,0
41,@HaritTrivedi7 We have intimated your concern to Pydhunie traffic branch for necessary action.,1578700152009023488,94,2022-10-08,10:53:41,Twitter Web App,0,0
42,@rmk1205 We have intimated your concern to D.B.Marg traffic branch for necessary action.,1578699518522327040,88,2022-10-08,10:51:10,Twitter Web App,0,0
43,@HaritTrivedi7 Mumbai traffic police helpline no 8454999999,1578698719041818625,59,2022-10-08,10:48:00,Twitter Web App,0,0
44,@JakhaliaRaunak We have forwarded your concern to Malad Traffic Division for necessary action.,1578696915545632768,94,2022-10-08,10:40:50,Twitter Web App,0,0
45,@aapkaHassanali We have escalated your request with Pydhunie Traffic Division for necessary action.,1578695427570171905,99,2022-10-08,10:34:55,Twitter Web App,2,0
46,@mangal256 We are sharing your concern with Malad Traffic Division for necessary stringent action.,1578695067279425538,98,2022-10-08,10:33:29,Twitter Web App,2,0
47,@Deepakt70043984 We are sharing your concern with Wadala Traffic Division for necessary stringent action.,1578694117596758016,105,2022-10-08,10:29:43,Twitter Web App,0,0
48,@dhruvakapadia We have escalated your request with Santacruz Traffic Division for necessary action.,1578693539722334208,99,2022-10-08,10:27:25,Twitter Web App,1,0
49,@VinodDu44374766 We have requested @ThaneCityPolice traffic division to look into this as they can help the best in their jurisdiction,1578692339316719616,134,2022-10-08,10:22:39,Twitter Web App,0,0
50,@sakgr555 We have escalated your request with D.N.Nagar Traffic Division for necessary action.,1578690863370506240,94,2022-10-08,10:16:47,Twitter Web App,0,0
51,@VaruMehul We have requested @ThaneCityPolice traffic division to look into this as they can help the best in their jurisdiction,1578690473828712448,128,2022-10-08,10:15:14,Twitter Web App,1,0
52,@ImmanuelRajanN1 We have escalated your request with Chembur Traffic Division for necessary action.,1578689000927547392,99,2022-10-08,10:09:23,Twitter Web App,0,0
53,"@SashiShankar @RoadsOfMumbai We have escalated your request with Matunga
 Traffic Division for necessary action.",1578687607638495235,112,2022-10-08,10:03:50,Twitter Web App,0,0
54,@kirtipalsingh01 We have informed concern  Vakola Traffic Division of the necessary action.,1578686106048299009,91,2022-10-08,09:57:52,Twitter Web App,1,0
55,@ramnarayang We are sharing your concern with _Chembur Traffic Division for necessary stringent action.,1578683248108253185,103,2022-10-08,09:46:31,Twitter Web App,1,0
56,@MeenaSippy3 We have forwarded your concern to Oshiwara Traffic Division for necessary action.,1578678405058682880,94,2022-10-08,09:27:16,Twitter Web App,0,0
57,@vinita_israni We have forwarded your concern to Kurla Traffic Division for necessary action.,1578676973593055232,93,2022-10-08,09:21:35,Twitter Web App,0,0
58,@bhumiirparwani We have forwarded your concern to Goregaon Traffic Division for necessary action.,1578672648439336960,97,2022-10-08,09:04:24,Twitter Web App,0,0
59,@uday_kuruwa We have intimated your concern to Nagpada traffic branch for necessary action.,1578668563426349056,91,2022-10-08,08:48:10,Twitter Web App,1,0
60,@ajay9977 We have forwarded your concern to Samata Nagar Traffic Division for necessary action.,1578666832940388352,95,2022-10-08,08:41:17,Twitter Web App,0,0
61,@ajay9977 We request you that if the address you provided is not sufficient send us the full address,1578662539864715264,100,2022-10-08,08:24:14,Twitter Web App,0,0
62,@afzalamirshaikh We have intimated your concern to Dindoshi traffic branch for necessary action.,1578659455423901696,96,2022-10-08,08:11:58,Twitter Web App,1,0
63,@brilliansk We have escalated your request with Ghatkopar Traffic Division for necessary action.,1578658379207434240,96,2022-10-08,08:07:42,Twitter Web App,0,0
64,@TVALMGuild We have escalated your request with Samtanagar Traffic Division for necessary action.,1578657202315087872,97,2022-10-08,08:03:01,Twitter Web App,5,1
65,@superselector5 We are sharing your concern with Samtanagar Traffic Division for necessary stringent action.,1578656495281274880,108,2022-10-08,08:00:13,Twitter Web App,0,0
66,@Optimus3m We request you that if the address you provided is not sufficient send us the full address,1578656315412713474,101,2022-10-08,07:59:30,Twitter Web App,0,0
67,@superselector5 Dindoshi Traffic Division has been informed for prompt action.,1578655177749721090,78,2022-10-08,07:54:59,Twitter Web App,0,0
68,@prabirchetia We have forwarded your concern to Samata Nagar Traffic Division for necessary action.,1578648773987028992,99,2022-10-08,07:29:32,Twitter Web App,2,0
69,@Da1GowaliaTank We are sharing your concern with Tardeo Traffic Division for necessary stringent action.,1578648073487908865,104,2022-10-08,07:26:45,Twitter Web App,0,0
70,@naveedbarudgar We have intimated your concern to Vakola traffic branch for necessary action.,1578647554405044224,93,2022-10-08,07:24:41,Twitter Web App,1,0
71,@Ravisankar49 We have forwarded your concern to Samata Nagar Traffic Division for necessary action.,1578646637169504258,99,2022-10-08,07:21:02,Twitter Web App,0,0
72,@naveedbarudgar Please provide the exact location for necessary action,1578645262926753792,70,2022-10-08,07:15:35,Twitter Web App,0,0
73,@ZRSoldier1 We have forwarded your concern to Oshiwara Traffic Division for necessary action.,1578645004175970304,93,2022-10-08,07:14:33,Twitter Web App,0,0
74,@superselector5 We have forwarded your concern to Sahar Traffic Division for necessary action.,1578643103459987458,94,2022-10-08,07:07:00,Twitter Web App,0,0
75,@superselector5 We are sharing your concern with Jogeshwari Traffic Division for necessary stringent action.,1578641829926678529,108,2022-10-08,07:01:56,Twitter Web App,0,0
76,@anandrajgor We have forwarded your concern to Dahisar Traffic Division for necessary action.,1578637942872240128,93,2022-10-08,06:46:29,Twitter Web App,0,0
77,@aapaldadar We have escalated your request with Dadar Traffic Division for necessary action.,1578637206025285632,92,2022-10-08,06:43:34,Twitter Web App,2,2
78,@superselector5 We have forwarded your concern to Malad Traffic Division for necessary action.,1578630243581329408,94,2022-10-08,06:15:54,Twitter Web App,0,0
79,@Rajkuma49482034 We have escalated your request with Samtanagar Traffic Division for necessary action.,1578626967053938689,102,2022-10-08,06:02:53,Twitter Web App,0,1
80,@jambi76 We have escalated your request with Samtanagar Traffic Division for necessary action.,1578626572206342146,94,2022-10-08,06:01:18,Twitter Web App,0,0
81,@manishladkani We have intimated your concern to _Goregaon traffic branch for necessary action.,1578618262589702144,95,2022-10-08,05:28:17,Twitter Web App,0,0
82,@BHAGWANKAMBLE20 We have escalated your request with Bandra  Traffic Division for necessary action.,1578616747686785025,99,2022-10-08,05:22:16,Twitter Web App,0,0
83,@AnilMakhija4 We have escalated your request with  Chembur Traffic Division for necessary action.,1578615702680113152,97,2022-10-08,05:18:07,Twitter Web App,0,0
84,@Shreyayayayaaa We have intimated your concern to Mankhurd traffic branch for necessary action.,1578611649782894592,95,2022-10-08,05:02:01,Twitter Web App,0,0
85,@bjymm217 We have escalated your request with D.B.Marg Traffic Division for necessary action.,1578610482923307010,93,2022-10-08,04:57:22,Twitter Web App,0,0
86,@arvindpnishar We have escalated your request with TardeoTraffic Division for necessary action.,1578608968221753344,95,2022-10-08,04:51:21,Twitter Web App,0,0
87,@MEHULS13515704 Chembur Traffic Division has been informed for prompt action.,1578598505631092736,77,2022-10-08,04:09:47,Twitter Web App,3,0
88,@Dharmen94685958 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1578593226730397696,97,2022-10-08,03:48:48,Twitter Web App,0,0
89,@NikhilCDesai1 Matunga Traffic Division has been informed for prompt action.,1578591244116426755,76,2022-10-08,03:40:56,Twitter Web App,0,0
90,@ImmanuelRajanN1 Chembur Traffic Division has been informed for prompt action.,1578582474602745856,78,2022-10-08,03:06:05,Twitter Web App,0,0
91,@BankiMistry Sahar Traffic Division has been informed for prompt action.,1578577449981730817,72,2022-10-08,02:46:07,Twitter Web App,2,1
92,@BankiMistry We request you that if the address you provided is not sufficient send us the full address,1578574685734068225,103,2022-10-08,02:35:08,Twitter Web App,4,1
93,@ambika_poojari We are sharing your concern with Kandivali Traffic Division for necessary stringent action.,1578560848968417282,107,2022-10-08,01:40:09,Twitter Web App,0,0
94,@TVALMGuild We have informed Samta Nagar Traffic Division of the necessary action.,1578429074309251072,82,2022-10-07,16:56:31,Twitter Web App,6,1
95,@SharpcutM We have informed concern Traffic Division of the necessary action.,1578426699515330560,77,2022-10-07,16:47:05,Twitter Web App,0,0
96,@arshadq35268923 We have escalated your request to Azad Maidan Traffic Division for necessary action.,1578424902780321792,101,2022-10-07,16:39:57,Twitter Web App,1,0
97,@nadeem_ghaznavi We have escalated your request with Dahisar Traffic Division for necessary action.,1578410378618634248,99,2022-10-07,15:42:14,Twitter Web App,0,0
98,@gopigupt We have requested @ThaneCityPolice traffic division to look into this as they can help the best in their jurisdiction,1578407194898595840,127,2022-10-07,15:29:35,Twitter Web App,0,0
99,@NasirSh86042113 We are sharing your concern with the Goregaon Traffic Division for necessary stringent action.,1578401916333137921,111,2022-10-07,15:08:36,Twitter Web App,0,0
100,@sheroobhai We are sharing your concern with Sahar Traffic Division for necessary stringent action.,1578400429498519552,99,2022-10-07,15:02:42,Twitter Web App,0,1
101,@Shiva_Nadar1977 We have forwarded your concern to Dharavi Traffic Division for necessary action.,1578398331113336833,97,2022-10-07,14:54:22,Twitter Web App,1,0
102,@rizwanjanasheen We have escalated your request with Jogeshwari Traffic Division for necessary action.,1578397334232129537,102,2022-10-07,14:50:24,Twitter Web App,1,0
103,@VK_Andheri We have informed concern Traffic Division of the necessary action.,1578393283478241280,78,2022-10-07,14:34:18,Twitter Web App,0,0
104,@devi_pai We have escalated your request with Sahar Traffic Division for necessary action,1578392248265232385,89,2022-10-07,14:30:11,Twitter Web App,0,0
105,@Suthar1Nehansh We request you to file a grievance on the #Mumtrafficapp for a swift resolution,1578391246749413377,95,2022-10-07,14:26:12,Twitter Web App,0,0
106,@devi_pai We request you that if the address you provided is not sufficient send us the full address,1578390479351128065,100,2022-10-07,14:23:10,Twitter Web App,0,0
107,@Lijo_Mathai We are sharing your concern with Samtanagar Traffic Division for necessary stringent action,1578389570709700610,104,2022-10-07,14:19:33,Twitter Web App,0,0
108,@Lijo_Mathai We request you that if the address you provided is not sufficient send us the full address,1578387227029094401,103,2022-10-07,14:10:14,Twitter Web App,3,1
109,@saurabh123 We have informed concern Traffic Division of the necessary action.,1578386286406082560,78,2022-10-07,14:06:30,Twitter Web App,2,0
110,@afzalamirshaikh We have forwarded your concern to Samtanagar Traffic Division for necessary action.,1578384529034657794,100,2022-10-07,13:59:31,Twitter Web App,1,0
111,@HardikS46585437 We are sharing your concern with BKC  Traffic Division for necessary stringent action.,1578383978003767296,103,2022-10-07,13:57:19,Twitter Web App,1,0
112,@normally_crazy We have escalated your request with Powai Traffic Division for necessary action.,1578380843256455169,96,2022-10-07,13:44:52,Twitter Web App,1,0
113,@ChiragGopanii We have escalated your request with Bandra Traffic Division for necessary action.,1578380112755535872,96,2022-10-07,13:41:58,Twitter Web App,2,0
114,@deshmuk01368883 We have intimated your concern to Sahar traffic branch for necessary action.,1578375402804088832,93,2022-10-07,13:23:15,Twitter Web App,0,0
115,@yoynwa97 Request you to report the matter at nearest police station where the incident occurred.,1578373784960389120,97,2022-10-07,13:16:49,Twitter Web App,0,0
116,@Rajkuma49482034 We have forwarded your concern to Samtanagar Traffic Division for necessary action.,1578370414765826050,100,2022-10-07,13:03:26,Twitter Web App,0,0
117,@SiddharthBadi2 We have forwarded your concern to BKC Traffic Division for necessary action.,1578368623357616128,92,2022-10-07,12:56:19,Twitter Web App,2,0
118,@SiddharthBadi2 We have intimated your concern to Bkc traffic branch for necessary action.,1578368468852027393,90,2022-10-07,12:55:42,Twitter Web App,2,0
119,@Naseem9628 We have intimated your concern to Sahar traffic branch for necessary action.,1578367862393417728,88,2022-10-07,12:53:17,Twitter Web App,0,0
120,@VK_Andheri We are sharing your concern with D N Nagar Traffic Division for necessary stringent action.,1578367528354840576,103,2022-10-07,12:51:58,Twitter Web App,0,0
121,@HanmantBhosale6 We have forwarded your concern to BKC Traffic Division for necessary action.,1578364815986524162,93,2022-10-07,12:41:11,Twitter Web App,0,0
122,@NikhilCDesai1 We have escalated your request with Matunga Traffic Division for necessary action.,1578363040600559616,97,2022-10-07,12:34:08,Twitter Web App,0,0
123,@PrathzPimputkar . We have informed concern Traffic Division of the necessary action.,1578362238968397825,85,2022-10-07,12:30:56,Twitter Web App,1,0
124,@ImmanuelRajanN1 We are sharing your concern with Chembur Traffic Division for necessary stringent action.,1578361399470063616,106,2022-10-07,12:27:36,Twitter Web App,0,0
125,@MhadkarDs We have informed concern Traffic Division of the necessary action.,1578361034666299392,77,2022-10-07,12:26:09,Twitter Web App,0,0
126,@VIRENINFRA We have intimated your concern to Santacruz traffic branch for necessary action.,1578356403932389378,92,2022-10-07,12:07:45,Twitter Web App,5,0
127,@d22cf3321f22465 We have intimated your concern to D N nagar traffic branch for necessary action.,1578354717801205761,97,2022-10-07,12:01:03,Twitter Web App,1,0
128,@sha13353446 We have forwarded your concern to Santacruz Traffic Division for necessary action.,1578348110719614982,95,2022-10-07,11:34:48,Twitter Web App,0,0
129,@mallanair We have intimated your concerned traffic branch for necessary action.,1578347050277953536,80,2022-10-07,11:30:35,Twitter Web App,0,0
130,@123456Tandel We are sharing your concern with D N Nagar Traffic Division for necessary stringent action,1578345964624281601,104,2022-10-07,11:26:16,Twitter Web App,1,0
131,@123456Tandel We have forwarded your concern to D N Nagar Traffic Division for necessary action,1578345085762428928,95,2022-10-07,11:22:47,Twitter Web App,0,0
132,@123456Tandel We have escalated your request with D N nagar Traffic Division for necessary action.,1578344611357265920,98,2022-10-07,11:20:54,Twitter Web App,0,0
133,@superselector5 We have informed concern Traffic Division of the necessary action.,1578343496419016705,82,2022-10-07,11:16:28,Twitter Web App,0,0
134,@123456Tandel We are sharing your concern with D N Nagar Traffic Division for necessary stringent action.,1578342660141912064,105,2022-10-07,11:13:09,Twitter Web App,0,0
135,@AlimShaikhAimim We are sharing your concern with Tardev Traffic Division for necessary stringent action.,1578334986687561728,105,2022-10-07,10:42:39,Twitter Web App,1,1
136,@superselector5 We have intimated your concern to Vakola  traffic branch for necessary action.,1578333657458057216,94,2022-10-07,10:37:22,Twitter Web App,0,0
137,@RomilShukla We request you that if the address you provided is not sufficient send us the full address.,1578333101255979008,104,2022-10-07,10:35:10,Twitter Web App,0,0
138,@superselector5 We have intimated your concern to Jogeshwari traffic branch for necessary action.,1578330737400377345,97,2022-10-07,10:25:46,Twitter Web App,0,0
139,@casuchitshah We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1578330687224287232,94,2022-10-07,10:25:34,Twitter Web App,6,1
140,@MOHDJAV62572544 We request you to file a grievance on the Mumtrafficapp for a swift resolution.,1578330180279422977,96,2022-10-07,10:23:33,Twitter Web App,0,0
141,@MOHDJAV62572544 We request you to file a grievance on the #Mumtrafficapp for a swift resolution,1578329833452761088,96,2022-10-07,10:22:10,Twitter Web App,0,0
142,@yjaisingh554 We have forwarded your concern to Chembur Traffic Division for necessary action.,1578329707908505601,94,2022-10-07,10:21:40,Twitter Web App,0,1
143,@MohdYusufSHAMS5 We have escalated your request with kurla Traffic Division for necessary action.,1578323020263092226,97,2022-10-07,09:55:06,Twitter Web App,0,0
144,@bhavinmehtak We request you that if the address you provided is not sufficient send us the full address,1578319553670807553,104,2022-10-07,09:41:20,Twitter Web App,0,0
145,@puranik_shetty We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1578318580810403840,96,2022-10-07,09:37:28,Twitter Web App,0,0
146,@rolster20 We are sharing your concern with Mahim Traffic Division for necessary stringent action.,1578316138181984256,98,2022-10-07,09:27:45,Twitter Web App,0,0
147,@BetterMumbai2 We have escalated your request with Borivali Traffic Division for necessary action.,1578314005298675712,98,2022-10-07,09:19:17,Twitter Web App,0,0
148,@samir_mmn96 We have forwarded your concern to Bandra Traffic Division for necessary action.,1578313344460943360,92,2022-10-07,09:16:39,Twitter Web App,0,0
149,@aapaldadar We have forwarded your concern to Dadar Traffic Division for necessary action.,1578311756438700032,90,2022-10-07,09:10:21,Twitter Web App,1,1
150,@aapaldadar Please provide the exact location for necessary action,1578309335574523905,66,2022-10-07,09:00:43,Twitter Web App,1,1
151,@MaldeNimish We have intimated your concern to Wadala traffic branch for necessary action.,1578307493532688384,90,2022-10-07,08:53:24,Twitter Web App,0,0
152,@nagarkaustubh We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1578302925935640577,95,2022-10-07,08:35:15,Twitter Web App,0,0
153,@mnblkjpoivcxz We have forwarded your concern to Chembur Traffic Division for necessary action.,1578296062175236096,95,2022-10-07,08:07:59,Twitter Web App,2,0
154,@Umeroxx Please provide the exact location for necessary action,1578293544347144193,63,2022-10-07,07:57:58,Twitter Web App,0,0
155,@aapaldadar We are sharing your concern with Dadar Traffic Division for necessary stringent action,1578292638067068928,98,2022-10-07,07:54:22,Twitter Web App,0,0
156,@tweetsvirat We have forwarded your concern to Dahisar Traffic Division for necessary action.,1578289104319836161,93,2022-10-07,07:40:20,Twitter Web App,9,0
157,@aapaldadar We request you that if the address you provided is not sufficient send us the full address,1578285374648233984,102,2022-10-07,07:25:31,Twitter Web App,0,0
158,@shahkaran79 We are sharing your concern with Tardeo Traffic Division for necessary stringent action.,1578284422163759105,101,2022-10-07,07:21:44,Twitter Web App,0,0
159,@Jigneshbari95 We are sharing your concern with Dahisar Traffic Division for necessary stringent action.,1578281117559685120,104,2022-10-07,07:08:36,Twitter Web App,0,1
160,@MumbaiManic We have informed concern Traffic Division of the necessary action.,1578280595352059904,79,2022-10-07,07:06:31,Twitter Web App,0,0
161,@SachinBHILARE6 We have intimated your concern to Goregaon/Malad traffic branch for necessary action.,1578279964906237952,101,2022-10-07,07:04:01,Twitter Web App,3,0
162,@KuturAbhishek We request you file a grievance on the #Mumtrafficapp for a swift resolution.,1578279757678280704,92,2022-10-07,07:03:11,Twitter Web App,0,0
163,@DivechaNaheed We have intimated your concern to the traffic branch for necessary action.,1578278654047813632,89,2022-10-07,06:58:48,Twitter Web App,1,0
164,@Prashan98678133 We have escalated your request with Dindoshi Traffic Division for necessary action.,1578278111187439616,100,2022-10-07,06:56:39,Twitter Web App,0,0
165,@advsiddharthss We are sharing your concern with Matunga Traffic Division for necessary stringent action.,1578277209546326016,105,2022-10-07,06:53:04,Twitter Web App,0,1
166,@Pandemic_trader We have informed the concern Traffic Division of the necessary action.,1578274085800644608,87,2022-10-07,06:40:39,Twitter Web App,3,0
167,@ZahidFKhambatti We have escalated your request with Jogeshwari/MIDC Traffic Division for necessary action.,1578273964379738112,107,2022-10-07,06:40:10,Twitter Web App,0,0
168,@drushticone We have escalated your request with Borivali Traffic Division for necessary action.,1578272728012197889,96,2022-10-07,06:35:15,Twitter Web App,0,0
169,@krish15136860 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1578272232593588224,95,2022-10-07,06:33:17,Twitter Web App,0,0
170,@ChetanR71663413 We have escalated your request with Bandra Traffic Division for necessary action.,1578271091252162560,98,2022-10-07,06:28:45,Twitter Web App,4,0
171,@Luftstretkrafte We have intimated your concern to Chembur traffic branch for necessary action.,1578263576678379520,95,2022-10-07,05:58:54,Twitter Web App,0,0
172,@Luftstretkrafte Chembur Traffic Division has been informed for prompt action.,1578262504941432832,78,2022-10-07,05:54:38,Twitter Web App,0,0
173,@DivechaNaheed Please provide the exact location for necessary action.,1578262356697976832,70,2022-10-07,05:54:03,Twitter Web App,0,0
174,@Luftstretkrafte We have forwarded your concern to Chembur Traffic Division for necessary action.,1578261577085878272,97,2022-10-07,05:50:57,Twitter Web App,0,0
175,@Luftstretkrafte We have escalated your request with Chembur Traffic Division for necessary action.,1578261353349120000,99,2022-10-07,05:50:03,Twitter Web App,0,0
176,@Luftstretkrafte We are sharing your concern with Chembur Traffic Division for necessary stringent action.,1578259053314441217,106,2022-10-07,05:40:55,Twitter Web App,0,0
177,@VinodDu44374766 Please provide the exact location for necessary action,1578257597819662336,71,2022-10-07,05:35:08,Twitter Web App,0,0
178,@AlimShaikhAimim We request you that if the address you provided is not sufficient send us the full address.,1578254861753548800,108,2022-10-07,05:24:16,Twitter Web App,0,0
179,@iamar1012 We have informed the Sakinaka Traffic Division to take further action.,1578248781903978496,81,2022-10-07,05:00:06,Twitter Web App,0,0
180,@Prakash04380729 We have forwarded your concern to Dadar Traffic Division for necessary action.,1578246493378469888,95,2022-10-07,04:51:01,Twitter Web App,0,0
181,@casuchitshah Pls Contact - 8448448960.,1578246211831664640,39,2022-10-07,04:49:53,Twitter Web App,4,1
182,@amitsurg We have escalated your request with Chembur Traffic Division for necessary action.,1578245326430818305,92,2022-10-07,04:46:22,Twitter Web App,24,1
183,@anuradhapanvel We have intimated your concern to Kurla traffic branch for necessary action.,1578244612136706048,92,2022-10-07,04:43:32,Twitter Web App,1,0
184,@Bhartiy19273132 We are sharing your concern with Jogeshwari Traffic Division for necessary stringent action.,1578244099253374976,109,2022-10-07,04:41:30,Twitter Web App,0,0
185,@Avinash01557273 We are sharing your concern with Malad/Goregaon Traffic Division for necessary stringent action.,1578243220173377536,113,2022-10-07,04:38:00,Twitter Web App,0,0
186,@AlertCitizen5 We have escalated your request with Malad/Goregaon Traffic Division for necessary action.,1578242408013508608,104,2022-10-07,04:34:47,Twitter Web App,0,0
187,@iffu17 We have informed the concern Traffic Division of the necessary action.,1578242079830212608,78,2022-10-07,04:33:28,Twitter Web App,0,0
188,@MuqueemKhan6 We have informed the concerned Traffic Division of the necessary action.,1578240825787838464,86,2022-10-07,04:28:29,Twitter Web App,0,0
189,@GaneshAbnave2 We have informed the concerned Traffic Division of the necessary action.,1578236067026997248,87,2022-10-07,04:09:35,Twitter Web App,0,0
190,@AlimShaikhAimim Please provide the exact location for necessary action.,1578234322032930816,72,2022-10-07,04:02:39,Twitter Web App,2,1
191,@bjymm217 We have forwarded your concern to D B Marg Traffic Division for necessary action.,1578230179729932288,91,2022-10-07,03:46:11,Twitter Web App,0,0
192,@NatashaSurjiani We are sharing your concern with Kandivali Traffic Division for necessary stringent action.,1578228888924491776,108,2022-10-07,03:41:03,Twitter Web App,1,0
193,@priyankasathe24 . We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1578226590672384000,106,2022-10-07,03:31:55,Twitter Web App,0,0
